"sample","project","CD8","Cytotoxicity","Antigenicity","PD1","PDL1","FASLG","CXCL9","CXCL10","CCL5","Chemokine_Signature"
"TCGA-49-AARN-01A-21R-A41B-07","LUAD",2.33746530520497,2.19304550118948,11.0215744063427,0.909739157457718,3.5772082958428,0.0574502671776007,4.45046628552713,2.67614293812964,4.91552327332779,4.01404416566152
"TCGA-91-6849-01A-11R-1949-07","LUAD",2.92134149901131,3.35472057660083,10.4793331013609,1.1847571116488,2.27220524632793,0.0899294796775265,5.43576124672136,2.5944392893308,5.50977036520497,4.51332363375238
"TCGA-49-AAQV-01A-11R-A39D-07","LUAD",2.53451870553628,2.27647248725583,11.0970261160041,2.27693532554606,3.70543429309554,-0.0255695233779819,5.10869401523981,3.60926267043968,5.29679339310705,4.67158335959552
"TCGA-05-4389-01A-01R-1206-07","LUAD",4.83470959711457,4.4844877997712,11.409474963539,2.73225436763945,3.88106600287283,2.19480975097909,7.28084044030602,5.80073813799438,6.60248953689866,6.56135603839969
"TCGA-86-7701-01A-11R-2170-07","LUAD",3.46815820219048,4.51108638066465,9.78126468406746,2.79633697010798,3.30833002924514,2.16367288741025,5.29723794359126,4.24858952378463,6.43824647530869,5.32802464756153
"TCGA-95-A4VP-01A-21R-A262-07","LUAD",3.38185632621695,3.9075012247946,10.6080355337084,2.23604714520214,3.15526860973203,0.0119632140642052,5.23850028049333,3.0888370310684,6.44522680084108,4.9241880374676
"TCGA-55-A490-01A-11R-A466-07","LUAD",1.63911358329495,1.73414715537116,8.76768078664944,0.548917926322971,1.83555287913972,-0.570886718348711,5.20547121012724,3.21850013599299,4.28902782892317,4.23766639168113
"TCGA-69-7980-01A-11R-2187-07","LUAD",3.26795310836208,3.68315578503627,11.2644842776858,2.68923682259322,4.03380052429489,0.73146611032317,7.54577376391361,6.3063462326535,6.17081052142975,6.67431017266562
"TCGA-69-7765-01A-11R-2170-07","LUAD",2.47695236651556,3.20124468158181,10.5530777036725,1.1996477428458,3.37400753622427,0.567164727048901,5.68904435849631,3.96711163007471,4.93988031004205,4.86534543287102
"TCGA-95-7944-01A-11R-2187-07","LUAD",5.14946555741438,6.49661710750871,11.6282402193353,4.81395364747811,4.8058932577818,3.17971016183224,8.77309941131585,6.2359094090536,8.02718178762108,7.67873020266351
"TCGA-44-2668-01A-01R-A278-07","LUAD",3.48935497815346,4.82017568678709,11.2490369518602,2.80811859475194,5.1247363248425,1.19438749333401,6.41917801652422,6.57334539066396,6.93608621084452,6.64286987267757
"TCGA-05-4390-01A-02R-1755-07","LUAD",2.21939685360655,2.18003540019272,9.48564153078568,0.450219380338987,2.74409904301171,-2.02796053410113,4.69829236820339,3.48335120053852,3.20907039540962,3.79690465471717
"TCGA-86-8073-01A-11R-2241-07","LUAD",1.89421482546059,1.60924618173209,9.73748056400103,0.104352756039796,2.00131609917285,-0.22297011887295,4.23412702457939,3.828042946251,4.3377303217476,4.133300097526
